Words			Original Roots		Predicted roots
करने		कर			कर
में		में			में
जुट		जुट			जुट
गई		जा			जा
है		है			है
।		।			।
केंद्रीय		केंद्रीय			केंद्रीय
ग्रामीण		ग्रामीण			ग्रामीण
विकास		विकास			विकास
मंत्रालय		मंत्रालय			मंत्रालय
ने		ने			ने
इस		यह			यह
मसले		मसला			मसला
पर		पर			पर
राज्यों		राज्य			राज्य
से		से			से
विचार		विचार			विचार
-		-			-
विमर्श		विमर्श			विमर्श
के		के			का
लिए		लिए			लिए
२७		२७			२७
सितंबर		सितंबर			सितंबर
को		को			को
राज्यों		राज्य			राज्य
के		का			का
ग्रामीण		ग्रामीण			ग्रामीण
विकास		विकास			विकास
मंत्रियों		मंत्री			मंत्री
की		का			का
बैठक		बैठक			बैठक
बुलाई		बुला			बुला
है		है			है
।		।			।
केंद्र		केंद्र			केंद्र
और		और			और
राज्यों		राज्य			राज्य
की		का			का
तैयारी		तैयारी			तैयारी
से		से			से
साफ		साफ			साफ
है		है			है
कि		कि			कि
इस		यह			यह
कानून		कानून			कानून
को		को			को
लागू		लागू			लागू
करने		कर			कर
में		में			में
अभी		अभी			अभी
कुछ		कुछ			कुछ
समय		समय			समय
लग		लग			लग
सकता		सक			सक
है		है			है
।		।			।
केंद्रीय		केंद्रीय			केंद्रीय
ग्रामीण		ग्रामीण			ग्रामीण
विकास		विकास			विकास
मंत्री		मंत्री			मंत्री
डॉ.		डॉ.			डॉ.
रघुवंश		रघुवंश			रघुवंश
प्रसाद		प्रसाद			प्रसाद
सिंह		सिंह			सिंह
का		का			का
कहना		कह			कह
है		है			है
कि		कि			कि
इस		यह			यह
कानून		कानून			कानून
को		को			को
लागू		लागू			लागू
करने		कर			कर
के		के			का
लिए		लिए			लिए
उन्हें		वह			वह
कम		कम			कम
से		से			से
कम		कम			कम
दो		दो			दो
माह		माह			माह
का		का			का
समय		समय			समय
चाहिए		चाहिए			चाहिए
।		।			।
इस		यह			यह
दौरान		दौरान			दौरान
इस		यह			यह
कानून		कानून			कानून
को		को			को
लेकर		ले			ले
राज्यों		राज्य			राज्य
के		के			का
साथ		साथ			साथ
विचार		विचार			विचार
-		-			-
विमर्श		विमर्श			विमर्श
किया		कर			कर
जाएगा		जा			जा
व		व			व
इसके		यह			यह
दिशा		दिशा			दिशा
-		-			-
निर्देश		निर्देश			निर्देश
तैयार		तैयार			तैयार
किए		कर			कर
जाएंगे		जा			जा
।		।			।
डॉ.		डॉ.			डॉ.
सिंह		सिंह			सिंह
के		का			का
कथन		कथन			कथन
से		से			से
साफ		साफ			साफ
है		है			है
कि		कि			कि
अब		अब			अब
इस		यह			यह
कानून		कानून			कानून
को		को			को
गाँधी		गाँधी			गाँधी
जयंती		जयंती			जयंती
से		से			से
लागू		लागू			लागू
कर		कर			कर
पाना		पा			पा
संभव		संभव			संभव
नहीं		नहीं			नहीं
है		है			है
।		।			।
अलबत्ता		अलबत्ता			अलबत्ता
१४		१४			१४
नवंबर		नवंबर			नवंबर
को		को			को
नेहरू		नेहरू			नेहरू
जयंती		जयंती			जयंती
के		का			का
मौके		मौका			मौका
पर		पर			पर
इसे		यह			यह
लागू		लागू			लागू
किए		कर			कर
जाने		जा			जा
की		का			का
संभावना		संभावना			संभावना
है		है			है
।		।			।
मंत्रालय		मंत्रालय			मंत्रालय
ने		ने			ने
सभी		सभी			सभी
मुख्यमंत्रियों		मुख्यमंत्री			मुख्यमंत्री
को		को			को
भी		भी			भी
भेजकर		भेज			भेज
इसे		यह			यह
लागू		लागू			लागू
करने		कर			कर
के		का			का
तौर		तौर			तौर
-		-			-
तरीकों		तरीका			तरीका
को		को			को
लेकर		ले			ले
सलाह		सलाह			सलाह
माँगी		माँग			माँग
है		है			है
।		।			।
सभी		सभी			सभी
सांसदों		सांसद			सांसद
से		से			से
भी		भी			भी
राय		राय			राय
माँगी		माँग			माँग
गई		जा			जा
है		है			है
।		।			।
इस		यह			यह
कानून		कानून			कानून
को		को			को
राज्य		राज्य			राज्य
सरकारों		सरकार			सरकार
के		का			का
माध्यम		माध्यम			माध्यम
से		से			से
ही		ही			ही
लागू		लागू			लागू
किया		कर			कर
जाना		जा			जा
है		है			है
।		।			।
संसद		संसद			संसद
से		से			से
पारित		पारित			पारित
विधेयक		विधेयक			विधेयक
पर		पर			पर
राष्ट्रपति		राष्ट्रपति			राष्ट्रपति
के		का			का
हस्ताक्षर		हस्ताक्षर			हस्ताक्षर
हो		हो			हो
जाने		जा			जा
के		के			का
बाद		बाद			बाद
मंत्रालय		मंत्रालय			मंत्रालय
अब		अब			अब
इसके		यह			यह
दिशा		दिशा			दिशा
-		-			-
निर्देश		निर्देश			निर्देश
तैयार		तैयार			तैयार
करने		कर			कर
में		में			में
जुटा		जुट			जुटा
है		है			है
।		।			।
केंद्र		केंद्र			केंद्र
की		का			का
कोशिश		कोशिश			कोशिश
है		है			है
कि		कि			कि
कानून		कानून			कानून
लागू		लागू			लागू
करने		कर			कर
से		से			से
पहले		पहले			पहले
इस		यह			यह
कार्यक्रम		कार्यक्रम			कार्यक्रम
के		के			का
तहत		तहत			तहत
काम		काम			काम
पाने		पा			पा
वाले		वाला			वाला
लोगों		लोग			लोग
के		का			का
नाम		नाम			नाम
पंचायतों		पंचायत			पंचायत
में		में			में
दर्ज		दर्ज			दर्ज
हो		हो			हो
जाए		जा			जा
।		।			।
मंत्रालय		मंत्रालय			मंत्रालय
इससे		यह			यह
पहले		पहले			पहले
इस		यह			यह
मसले		मसला			मसला
पर		पर			पर
राज्यों		राज्य			राज्य
के		का			का
ग्रामीण		ग्रामीण			ग्रामीण
विकास		विकास			विकास
सचिवों		सचिव			सचिव
की		का			का
राय		राय			राय
ले		ले			ले
चुका		चुक			चुक
है		है			है
।		।			।
इसके		यह			यह
अलावा		अलावा			अलावा
मंत्रालय		मंत्रालय			मंत्रालय
इस		यह			यह
कानून		कानून			कानून
के		का			का
दिशा		दिशा			दिशा
-		-			-
निर्देशों		निर्देश			निर्देश
को		को			को
लेकर		ले			ले
योजना		योजना			योजना
आयोग		आयोग			आयोग
के		के			का
साथ		साथ			साथ
भी		भी			भी
विचार		विचार			विचार
-		-			-
विमर्श		विमर्श			विमर्श
कर		कर			कर
चुका		चुका			चुक
है		है			है
।		।			।
चिंता		चिंता			चिंता
से		से			से
केंद्र		केंद्र			केंद्र
को		को			को
आगाह		आगाह			आगाह
भी		भी			भी
कर		कर			कर
दिया		दे			दे
गया		जा			जा
उत्तर		उत्तर			उत्तर
प्रदेश		प्रदेश			प्रदेश
में		में			में
अगले		अगला			अगला
कुछ		कुछ			कुछ
माह		माह			माह
में		में			में
विधानसभा		विधानसभा			विधानसभा
चुनाव		चुनाव			चुनाव
भी		भी			भी
होने		हो			हो
हैं		है			है
।		।			।
संगम		संगम			संगम
में		में			में
जल		जल			जल
प्रदूषण		प्रदूषण			प्रदूषण
से		से			से
श्रद्धालुओं		श्रद्धालु			श्रद्धालु
के		का			का
नाराज		नाराज			नाराज
होने		हो			हो
की		का			का
आशंका		आशंका			आशंका
को		को			को
देखते		देख			देख
हुए		हो			हो
राज्य		राज्य			राज्य
सरकार		सरकार			सरकार
ने		ने			ने
केंद्र		केंद्र			केंद्र
से		से			से
अनुरोध		अनुरोध			अनुरोध
किया		कर			कर
था		था			था
कि		कि			कि
वह		वह			वह
हरियाणा		हरियाणा			हरियाणा
,		COMMA			UNNNNNNNNNNNNNNNNN
दिल्ली		दिल्ली			दिल्ली
,		COMMA			UNNNNNNNNNNNNNNNNN
और		और			और
उत्तरांचल		उत्तरांचल			उत्तरांचल
से		से			से
गंगा		गंगा			गंगा
और		और			और
यमुना		यमुना			यमुना
में		में			में
ज्यादा		ज्यादा			ज्यादा
पानी		पानी			पानी
छोड़ने		छोड़			छोड
को		को			को
कहे		कह			कह
,		COMMA			UNNNNNNNNNNNNNNNNN
जिससे		जो			जो
कि		कि			कि
अर्धकुंभ		अर्धकुंभ			अर्धकुंभ
के		के			का
दौरान		दौरान			दौरान
संगम		संगम			संगम
में		में			में
नहाने		नहा			नहाना
लायक		लायक			लायक
साफ		साफ			साफ
पानी		पानी			पानी
मिल		मिल			मिल
सके		सक			सक
।		।			।
राज्य		राज्य			राज्य
सरकार		सरकार			सरकार
को		को			को
भय		भय			भय
है		है			है
कि		कि			कि
कहीं		कहीं			कहीं
साधु		साधु			साधु
-		-			-
संत		संत			संत
प्रदूषित		प्रदूषित			प्रदूषित
जल		जल			जल
में		में			में
स्नान		स्नान			स्नान
करने		कर			कर
को		को			को
लेकर		ले			ले
बवाल		बवाल			बवाल
न		न			न
मचा		मचा			मच
दें		दे			दे
।		।			।
इस		यह			यह
चिंता		चिंता			चिंता
से		से			से
केंद्र		केंद्र			केंद्र
को		को			को
आगाह		आगाह			आगाह
भी		भी			भी
कर		कर			कर
दिया		दे			दे
गया		जा			जा
,		COMMA			UNNNNNNNNNNNNNNNNN
लेकिन		लेकिन			लेकिन
केंद्र		केंद्र			केंद्र
ने		ने			ने
कहा		कह			कह
कि		कि			कि
वह		वह			वह
संबंधित		संबंधित			संबंधित
राज्यों		राज्य			राज्य
की		का			का
बैठक		बैठक			बैठक
ही		ही			ही
बुला		बुला			बुला
सकता		सक			सक
है		है			है
,		COMMA			UNNNNNNNNNNNNNNNNN
बाकी		बाकी			बाकी
उसके		वह			वह
अधिकार		अधिकार			अधिकार
में		में			में
नहीं		नहीं			नहीं
है		है			है
।		।			।
राज्य		राज्य			राज्य
सरकार		सरकार			सरकार
को		को			को
टिहरी		टिहरी			टिहरी
बांध		बांध			बांध
से		से			से
भी		भी			भी
ज्यादा		ज्यादा			ज्यादा
पानी		पानी			पानी
मिलने		मिल			मिल
की		का			का
उम्मीद		उम्मीद			उम्मीद
नहीं		नहीं			नहीं
है		है			है
।		।			।
पानी		पानी			पानी
की		का			का
कमी		कमी			कमी
से		से			से
खुद		खुद			खुद
इस		यह			यह
बांध		बांध			बांध
के		का			का
तीन		तीन			तीन
में		में			में
से		से			से
दो		दो			दो
बिजली		बिजली			बिजली
प्लांट		प्लांट			प्लांट
बंद		बंद			बंद
करने		कर			कर
पड़े		पड़			पड़
हैं		है			है
।		।			।
यहां		यहाँ			यहाँ
रोजाना		रोजाना			रोजाना
भागीरथी		भागीरथी			भागीरथी
से		से			से
150		150			150
घनमीटर		घनमीटर			घनमीटर
पानी		पानी			पानी
छोड़ा		छोड़			छोड़
जा		जा			जा
रहा		रह			रह
है		है			है
।		।			।
टिहरी		टिहरी			टिहरी
परियोजना		परियोजना			परियोजना
के		का			का
एक		एक			एक
अधिकारी		अधिकारी			अधिकारी
के		के			का
मुताबिक		मुताबिक			मुताबिक
बांध		बांध			बांध
का		का			का
जल		जल			जल
स्तर		स्तर			स्तर
लगातार		लगातार			लगातार
घट		घट			घट
रहा		रह			रह
है		है			है
।		।			।
इसलिए		इसलिये			इसलिए
ज्यादा		ज्यादा			ज्यादा
पानी		पानी			पानी
छोड़		छोड़			छोड
पाना		पा			पा
संभव		संभव			संभव
नहीं		नहीं			नहीं
है		है			है
।		।			।
बांध		बांध			बांध
बनने		बन			बन
से		से			से
पहले		पहले			पहले
यानि		यानि			यानि
पिछले		पिछला			पिछला
साल		साल			साल
इन		यह			यह
दिनों		दिन			दिन
भागीरथी		भागीरथी			भागीरथी
से		से			से
रोजाना		रोजाना			रोजाना
50		50			50
घनमीटर		घनमीटर			घनमीटर
जल		जल			जल
प्रवाहित		प्रवाहित			प्रवाहित
होता		हो			हो
था		था			था
।		।			।
यानि		यानि			यानि
टिहरी		टिहरी			टिहरी
से		से			से
अब		अब			अब
लगभग		लगभग			लगभग
तिगुना		तिगुना			तिगुना
जल		जल			जल
मिलने		मिल			मिल
पर		पर			पर
भी		भी			भी
संगम		संगम			संगम
का		का			का
प्रदूषण		प्रदूषण			प्रदूषण
साफ		साफ			साफ
नहीं		नहीं			नहीं
हो		हो			हो
रहा		रह			रह
है		है			है
।		।			।
अप्रैल		अप्रैल			अप्रैल
के		के			का
बाद		बाद			बाद
जब		जब			जब
हिमालय		हिमालय			हिमालय
में		में			में
बर्फ		बर्फ			बर्फ
गलने		गल			गल
लगेगी		लग			लग
तब		तब			तब
बांध		बांध			बांध
में		में			में
जल		जल			जल
स्तर		स्तर			स्तर
बढ़ने		बढ़			बढ
की		का			का
संभावना		संभावना			संभावना
है		है			है
।		।			।
इसलिए		इसलिये			इसलिए
अब		अब			अब
टिहरी		टिहरी			टिहरी
बांध		बांध			बांध
से		से			से
ज्यादा		ज्यादा			ज्यादा
पानी		पानी			पानी
मिलने		मिल			मिल
की		का			का
कोई		कोई			कोई
उम्मीद		उम्मीद			उम्मीद
नहीं		नहीं			नहीं
है		है			है
,		COMMA			UNNNNNNNNNNNNNNNNN
जबकि		जबकि			जबकि
दिल्ली		दिल्ली			दिल्ली
और		और			और
हरियाणा		हरियाणा			हरियाणा
,		COMMA			UNNNNNNNNNNNNNNNNN
यमुना		यमुना			यमुना
के		का			का
पानी		पानी			पानी
में		में			में
से		से			से
अपना		अपना			अपना
हिस्सा		हिस्सा			हिस्सा
छोड़ने		छोड़			छोड
को		को			को
राजी		राजी			राजी
नहीं		नहीं			नहीं
हैं		है			है
।		।			।
इसका		यह			यह
खामियाजा		खामियाजा			खामियाजा
इन		यह			यह
नदियों		नदी			नदी
के		का			का
किनारे		किनारा			किनारा
रहने		रह			रह
वाले		वाला			वाला
40		40			U0
करोड़		करोड			करोड
लोगों		लोग			लोग
को		को			को
जल		जल			जल
जनित		जनित			जनित
बीमारियों		बीमारी			बीमारी
के		के			का
रूप		रूप			रूप
में		में			में
भुगतना		भुगत			भुगतना
पड़		पड़			पड
रहा		रह			रह
है		है			है
।		।			।
मुगल		मुगल			मुगल
सम्राट		सम्राट			सम्राट
जहांगीर		जहांगीर			जहांगीर
और		और			और
शाहजहां		शाहजहां			शाहजहां
के		का			का
काल		काल			काल
की		का			का
सोने		सोना			सोना
की		का			का
दो		दो			दो
बेशकीमती		बेशकीमती			बेशकीमती
मोहरों		मोहर			मोहर
को		को			को
तस्करी		तस्करी			तस्करी
कर		कर			कर
भारत		भारत			भारत
से		से			से
बाहर		बाहर			बाहर
पहुंचा		पहुंचा			पहुंच
दिया		दे			दे
गया		जा			जा
और		और			और
अब		अब			अब
ये		यह			यह
एक		एक			एक
विदेशी		विदेशी			विदेशी
बैंक		बैंक			बैंक
के		का			का
खजाने		खजाना			खजाना
की		का			का
शोभा		शोभा			शोभा
बढ़ा		बढ़ा			बढ़ा
रही		रह			रह
हैं		है			है
।		।			।
इससे		यह			यह
पहले		पहले			पहले
टीपू		टीपू			टेपू
सुलतान		सुलतान			सुलतान
की		का			का
वस्तुओं		वस्तु			वस्तु
की		का			का
विदेशों		विदेश			विदेश
में		में			में
नीलामी		नीलामी			नीलामी
काफी		काफी			काफी
चर्चित		चर्चित			चर्चित
हो		हो			हो
चुकी		चुक			चुक
है		है			है
।		।			।
उद्योगपति		उद्योगपति			उद्योगपति
विजय		विजय			विजय
माल्या		माल्या			माल्या
पूर्व		पूर्व			पूर्व
में		में			में
टीपू		टीपू			टेपू
सुल्तान		सुल्तान			सुल्तान
की		का			का
तलवार		तलवार			तलवार
खरीदकर		खरीद			खरीद
गुम		गुम			गुम
धरोहरों		धरोहर			धरोहर
को		को			को
वापस		वापस			वापस
लाने		ला			ला
की		का			का
मुहिम		मुहिम			मुहिम
का		का			का
ऐलान		ऐलान			ऐलान
कर		कर			कर
चुके		चुक			चुक
हैं		है			है
।		।			।
विदेशों		विदेश			विदेश
में		में			में
भारत		भारत			भारत
की		का			का
ऐतिहासिक		ऐतिहासिक			ऐतिहासिक
धरोहरों		धरोहर			धरोहर
के		का			का
मौजूद		मौजूद			मौजूद
होने		हो			हो
की		का			का
सूची		सूची			सूची
लंबी		लंबा			लंबा
है		है			है
।		।			।
इनमें		यह			यह
सबसे		सबसे			सबसे
ऊपर		ऊपर			ऊपर
कोहिनूर		कोहिनूर			कोहिनूर
हीरे		हीरा			हीरा
का		का			का
जिक्र		जिक्र			जिक्र
आता		आ			आ
है		है			है
।		।			।
बताया		बता			बता
जाता		जा			जा
है		है			है
कि		कि			कि
अंतर्राष्ट्रीय		अंतर्राष्ट्रीय			अंतर्राष्ट्रीय
पुरातत्व		पुरातत्व			पुरातत्व
बाजार		बाजार			बाजार
में		में			में
इन		यह			यह
सिक्कों		सिक्का			सिक्क
की		का			का
कीमत		कीमत			कीमत
१५,०००		१५०००			१५०००
करोड़		करोड			करोड
रुपये		रुपया			रुपया
है		है			है
और		और			और
ये		यह			यह
हैदराबाद		हैदराबाद			हैदराबाद
के		का			का
अंतिम		अंतिम			अंतिम
निजाम		निजाम			निजाम
मीर		मीर			मीर
उस्मान		उस्मान			उस्मान
अली		अली			अली
खान		खान			खान
के		का			का
खजाने		खजाना			खजाना
का		का			का
हिस्सा		हिस्सा			हिस्सा
थे		था			था
।		।			।
यह		यह			यह
जानकारी		जानकारी			जानकारी
निजाम		निजाम			निजाम
के		का			का
दूसरे		दूसरा			दूसरा
बेटे		बेटा			बेटा
प्रिंस		प्रिंस			प्रिंस
मुअज्जमजहाँ		मुअज्जमजहाँ			मुआज्जजजजाँ
बहादुर		बहादुर			बहादुर
की		का			का
बड़ी		बड़ा			बड़ा
बेटी		बेटी			बेटी
फातिमा		फातिमा			फातिमा
फौजिया		फौजिया			फौजिया
द्वारा		द्वारा			द्वारा
जारी		जारी			जारी
एक		एक			एक
बयान		बयान			बयान
से		से			से
मिली		मिल			मिल
।		।			।
उन्होंने		वह			वह
बताया		बता			बता
कि		कि			कि
इन		यह			यह
मोहरों		मोहर			मोहर
को		को			को
एक		एक			एक
विदेशी		विदेशी			विदेशी
बैंक		बैंक			बैंक
में		में			में
भारी		भारी			भारी
-		-			-
भरकम		भरकम			भरकम
राशि		राशि			राशि
पर		पर			पर
गिरवी		गिरवी			गिरवी
रखा		रख			रख
गया		जा			जा
है		है			है
,		COMMA			UNNNNNNNNNNNNNNNNN
जो		जो			जो
इनको		यह			यह
नीलाम		नीलाम			नीलाम
करने		कर			कर
की		का			का
तैयारी		तैयारी			तैयारी
कर		कर			कर
रहा		रह			रह
है		है			है
।		।			।
उन्होंने		वह			वह
कहा		कह			कह
कि		कि			कि
इनमें		यह			यह
से		से			से
एक		एक			एक
सिक्के		सिक्का			सिक्का
की		का			का
कीमत		कीमत			कीमत
१०००		१०००			१०००
मोहरों		मोहर			मोहर
के		के			का
बराबर		बराबर			बराबर
है		है			है
।		।			।
इसका		यह			यह
वजन		वजन			वजन
११९३५.८		११९३५.८			११९३५.८
ग्राम		ग्राम			ग्राम
तथा		तथा			तथा
परिधि		परिधि			परिधि
२०.३		२०.३			२०.३
सेमी		सेमी			सेमी
है		है			है
।		।			।
जहांगीर		जहांगीर			जहांगीर
के		का			का
काल		काल			काल
के		का			का
इस		यह			यह
सिक्के		सिक्का			सिक्का
को		को			को
आगरा		आगरा			आगरा
में		में			में
१६१३		१६१३			१६१३
में		में			में
ढाला		ढाल			ढाला
गया		जा			जा
था		था			था
।		।			।
वहीं		वहीं			वहीं
दूसरे		दूसरा			दूसरा
सिक्के		सिक्का			सिक्का
की		का			का
कीमत		कीमत			कीमत
१००		१००			१००
मोहरों		मोहर			मोहर
के		के			का
बराबर		बराबर			बराबर
है		है			है
,		COMMA			UNNNNNNNNNNNNNNNNN
यह		यह			यह
शाहजहां		शाहजहां			शाहजहां
के		का			का
काल		काल			काल
का		का			का
है		है			है
,		COMMA			UNNNNNNNNNNNNNNNNN
जिसे		जो			जो
१६३९		१६३९			१६३९
में		में			में
लाहौर		लाहौर			लाहौर
में		में			में
ढाला		ढाल			ढाला
गया		जा			जा
था		था			था
।		।			।
इसका		यह			यह
वजन		वजन			वजन
१९०४.५०		१९०४.५०			१९०४.५०
ग्राम		ग्राम			ग्राम
है		है			है
तथा		तथा			तथा
परिधि		परिधि			परिधि
९.७		९.७			९.७
सेमी		सेमी			सेमी
है		है			है
।		।			।
राजकुमारी		राजकुमारी			राजकुमारी
फौजिया		फौजिया			फौजिया
ने		ने			ने
कहा		कह			कह
कि		कि			कि
उन्होंने		वह			वह
इन		यह			यह
सिक्कों		सिक्का			सिक्क
को		को			को
अपने		अपना			अपना
दादा		दादा			दादा
के		के			का
पास		पास			पास
देखा		देख			देख
था		था			था
।		।			।
उन्होंने		वह			वह
आरोप		आरोप			आरोप
लगाया		लगा			लगा
कि		कि			कि
दादा		दादा			दादा
की		का			का
मौत		मौत			मौत
के		के			का
बाद		बाद			बाद
इन		यह			यह
बेशकीमती		बेशकीमती			बेशकीमती
सिक्कों		सिक्का			सिक्क
की		का			का
तस्करी		तस्करी			तस्करी
कर		कर			कर
भारत		भारत			भारत
से		से			से
बाहर		बाहर			बाहर
भेज		भेज			भेज
दिया		दे			दे
गया		जा			जा
।		।			।
वे		वह			वह
चाहती		चाह			चाह
हैं		है			है
कि		कि			कि
जांच		जांच			जांच
एजेंसी		एजेंसी			एजेंसी
नतीजे		नतीजा			नतीजा
के		के			का
बारे		बारे			बारे
में		में			में
जानकारी		जानकारी			जानकारी
दे		दे			दे
तथा		तथा			तथा
दोषियों		दोषी			दोषी
को		को			को
जल्द		जल्द			जल्द
गिरफ्तार		गिरफ्तार			गिरफ्तार
करे		कर			कर
।		।			।
उन्होंने		वह			वह
बताया		बता			बता
कि		कि			कि
इस		यह			यह
बारे		बारे			बारे
में		में			में
अदालत		अदालत			अदालत
में		में			में
याचिका		याचिका			याचिका
दाखिल		दाखिल			दाखिल
की		कर			का
गई		जा			जा
है		है			है
।		।			।
भारतीय		भारतीय			भारतीय
जनता		जनता			जनता
पार्टी		पार्टी			पार्टी
की		का			का
वरिष्ठ		वरिष्ठ			वरिष्ठ
नेता		नेता			नेता
सुषमा		सुषमा			सुषमा
स्वराज		स्वराज			स्वराज
ने		ने			ने
सोमवार		सोमवार			सोमवार
को		को			को
कहा		कह			कह
कि		कि			कि
उनकी		वह			वह
पार्टी		पार्टी			पार्टी
हत्या		हत्या			हत्या
मामले		मामला			मामला
में		में			में
काँचीमठ		काँचीमठ			काँचीमठ
के		का			का
शंकराचार्य		शंकराचार्य			शंकराचार्य
जयेंद्र		जयेंद्र			जयेंद्र
सरस्वती		सरस्वती			सरस्वती
की		का			का
गिरफ्तारी		गिरफ्तारी			गिरफ्तारी
का		का			का
संसद		संसद			संसद
में		में			में
विरोध		विरोध			विरोध
करेगी		कर			कर
।		।			।
सेंट्रल		सेंट्रल			सेंट्रल
जेल		जेल			जेल
में		में			में
सोमवार		सोमवार			सोमवार
शाम		शाम			शाम
शंकराचार्य		शंकराचार्य			शंकराचार्य
से		से			से
मिलने		मिल			मिल
के		के			का
बाद		बाद			बाद
संवाददाताओं		संवाददाता			संवाददाता
से		से			से
बातचीत		बातचीत			बातचीत
में		में			में
स्वराज		स्वराज			स्वराज
ने		ने			ने
कहा		कह			कह
कि		कि			कि
यह		यह			यह
बहुत		बहुत			बहुत
ही		ही			ही
दुखद		दुखद			दुखद
बात		बात			बात
है		है			है
कि		कि			कि
एक		एक			एक
धर्मगुरु		धर्मगुरु			धर्मगुरु
को		को			को
इस		यह			यह
तरह		तरह			तरह
से		से			से
गिरफ्तार		गिरफ्तार			गिरफ्तार
किया		कर			कर
गया		जा			जा
और		और			और
उन्हें		वह			वह
जेल		जेल			जेल
में		में			में
रखा		रख			रख
गया		जा			जा
है		है			है
।		।			।
उन्होंने		वह			वह
दावा		दावा			दावा
किया		कर			कर
कि		कि			कि
शंकराचार्य		शंकराचार्य			शंकराचार्य
के		के			का
खिलाफ		खिलाफ			खिलाफ
लगाए		लगा			लगा
गए		जा			जा
आरोप		आरोप			आरोप
पूरी		पूरा			पूरा
तरह		तरह			तरह
से		से			से
गलत		गलत			गलत
हैं		है			है
और		और			और
उनकी		वह			वह
गिरफ्तारी		गिरफ्तारी			गिरफ्तारी
से		से			से
पूरा		पूरा			पूरा
देश		देश			देश
दुखी		दुखी			दुखी
और		और			और
सकते		सक			सक
में		में			में
है		है			है
।		।			।
स्वराज		स्वराज			स्वराज
ने		ने			ने
कहा		कह			कह
कि		कि			कि
कुछ		कुछ			कुछ
अखबारों		अखबार			अखबार
और		और			और
एक		एक			एक
टीवी		टीवी			टीवी
चैनल		चैनल			चैनल
द्वारा		द्वारा			द्वारा
प्रसारित		प्रसारित			प्रसारित
विशेष		विशेष			विशेष
रिपोर्ट		रिपोर्ट			रिपोर्ट
में		में			में
शंकराचार्य		शंकराचार्य			शंकराचार्य
द्वारा		द्वारा			द्वारा
अपने		अपना			अपना
अपराध		अपराध			अपराध
कुबूलने		कुबूल			कुबूा
की		का			का
खबर		खबर			खबर
से		से			से
मैं		मैं			मैं
दुखी		दुखी			दुखी
और		और			और
चकित		चकित			चकित
हूँ		है			है
।		।			।
उन्होंने		वह			वह
कहा		कह			कह
कि		कि			कि
मैंने		मैं			मैं
इसके		यह			यह
बारे		बारे			बारे
में		में			में
पूरी		पूरा			पूरा
जानकारी		जानकारी			जानकारी
हासिल		हासिल			हासिल
की		कर			का
है		है			है
और		और			और
दावे		दावा			दावा
के		के			का
साथ		साथ			साथ
कहती		कह			कह
हूँ		है			है
कि		कि			कि
यह		यह			यह
खबर		खबर			खबर
पूरी		पूरा			पूरा
तरह		तरह			तरह
से		से			से
गलत		गलत			गलत
और		और			और
आधारहीन		आधारहीन			आधारहीन
है		है			है
।		।			।
बहुजन		बहुजन			बहुजन
समाज		समाज			समाज
पार्टी		पार्टी			पार्टी
(		(			(
बसपा		बसपा			बसपा
)		)			)
नेता		नेता			नेता
कांशी		कांशी			कांशी
राम		राम			राम
के		का			का
इलाज		इलाज			इलाज
को		को			को
लेकर		ले			ले
चल		चल			चल
रहा		रह			रह
विवाद		विवाद			विवाद
खत्म		खत्म			खत्म
होता		हो			हो
नज़र		नजर			नजर
नहीं		नहीं			नहीं
आ		आ			आ
रहा		रह			रह
है		है			है
।		।			।
उनकी		वह			वह
माँ		माँ			माँ
ने		ने			ने
सोमवार		सोमवार			सोमवार
को		को			को
कहा		कह			कह
कि		कि			कि
वे		वह			वह
मायावती		मायावती			मायावती
द्वारा		द्वारा			द्वारा
कांशी		कांशी			कांशी
राम		राम			राम
को		को			को
अवैध		अवैध			अवैध
रूप		रूप			रूप
से		से			से
अपने		अपना			अपना
यहाँ		यहाँ			यहाँ
रखने		रख			रख
के		के			का
खिलाफ		खिलाफ			खिलाफ
जल्द		जल्द			जल्द
ही		ही			ही
सुप्रीम		सुप्रीम			सुप्रीम
कोर्ट		कोर्ट			कोर्ट
का		का			का
दरवाजा		दरवाजा			दरवाजा
खटखटाएंगे		खटखटा			खटखट
।		।			।
कांशी		कांशी			कांशी
राम		राम			राम
की		का			का
९४		९४			९४
वर्षीय		वर्षीय			वर्षीय
माँ		माँ			माँ
बिशन		बिशन			बिशन
कौर		कौर			कौर
और		और			और
उनके		वह			वह
छोटे		छोटा			छोटा
भाई		भाई			भाई
दलबारा		दलबारा			दलबारा
सिंह		सिंह			सिंह
ने		ने			ने
पत्रकारों		पत्रकार			पत्रकार
से		से			से
कहा		कह			कह
कि		कि			कि
मायावती		मायावती			मायावती
द्वारा		द्वारा			द्वारा
कांशी		कांशी			कांशी
राम		राम			राम
को		को			को
उनके		वह			वह
नई		नया			नयाााााााााााााााा
दिल्ली		दिल्ली			दिल्ली
स्थित		स्थित			स्थित
घर		घर			घर
पर		पर			पर
अवैध		अवैध			अवैध
रूप		रूप			रूप
से		से			से
रखे		रख			रख
जाने		जा			जा
के		के			का
खिलाफ		खिलाफ			खिलाफ
वे		वह			वह
सुप्रीम		सुप्रीम			सुप्रीम
कोर्ट		कोर्ट			कोर्ट
जाएंगे		जा			जा
।		।			।
उन्होंने		वह			वह
कहा		कह			कह
कि		कि			कि
